,drug_concept_id,ATC_1_id,ATC_1_name,ATC_2_id,ATC_2_name,ATC_3_id,ATC_3_name,ATC_4_id,ATC_4_name,ATC_5_id,ATC_5_name
1081,1305637,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602429,OTHER GYNECOLOGICALS,21602430,UTEROTONICS,21602431,Ergot alkaloids,21602432,methylergometrine
1082,19010309,,,,,,,,,,
1083,1305447,21601237,CARDIOVASCULAR SYSTEM,21600381,ANTIHYPERTENSIVES,21600382,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",21600394,Methyldopa,21600395,methyldopa (levorotatory)
1084,19086888,21602681,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",21602722,CORTICOSTEROIDS FOR SYSTEMIC USE,21602723,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",21602728,Glucocorticoids,21602741,deflazacort
1085,1352213,21600959,BLOOD AND BLOOD FORMING ORGANS,21601032,ANTIHEMORRHAGICS,21601043,VITAMIN K AND OTHER HEMOSTATICS,21601060,Blood coagulation factors,21601062,coagulation factor VIII
1086,1792429,21604847,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",21604848,ANTIPROTOZOALS,21604886,ANTIMALARIALS,21604892,Biguanides,21604893,proguanil
1087,991710,,,,,,,,,,
1088,990028,21605212,VARIOUS,21605227,ALL OTHER THERAPEUTIC PRODUCTS,21605228,ALL OTHER THERAPEUTIC PRODUCTS,21605263,Drugs for treatment of hyperkalemia and hyperphosphatemia,21605266,lanthanum carbonate
1089,990340,,,,,,,,,,
1090,19080982,21603550,SENSORY ORGANS,21603551,OPHTHALMOLOGICALS,21605119,OCULAR VASCULAR DISORDER AGENTS,21605120,Antineovascularisation agents,21605124,ranibizumab
1091,19009819,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600315,VASODILATORS USED IN CARDIAC DISEASES,21600337,Other vasodilators used in cardiac diseases,21600349,molsidomine
1092,43012417,21602681,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",21602682,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,21602709,HYPOTHALAMIC HORMONES,21602714,Somatostatin and analogues,40254906,pasireotide
1093,1551673,,,,,,,,,,
1094,911891,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600554,Bulk-forming laxatives,21600560,triticum (wheat fibre)
1095,1322081,21601237,CARDIOVASCULAR SYSTEM,21601664,BETA BLOCKING AGENTS,21601665,BETA BLOCKING AGENTS,21601682,"Beta blocking agents, selective",21603700,betaxolol
1096,19092377,21600959,BLOOD AND BLOOD FORMING ORGANS,21601136,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,21601194,I.V. SOLUTION ADDITIVES,21601215,Amino acids,21601218,lysine
1097,19045290,,,,,,,,,,
1098,43012292,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,45893497,cabozantinib
1099,43014237,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603926,Other immunosuppressants,43534824,pomalidomide
1100,906914,21601907,DERMATOLOGICALS,21601968,EMOLLIENTS AND PROTECTIVES,21601969,EMOLLIENTS AND PROTECTIVES,21601974,Carbamide products,21601975,carbamide
1101,43013119,21601237,CARDIOVASCULAR SYSTEM,21601853,LIPID MODIFYING AGENTS,21601854,"LIPID MODIFYING AGENTS, PLAIN",21601888,Other lipid modifying agents,43534774,lomitapide
1102,43013171,21600001,ALIMENTARY TRACT AND METABOLISM,21600932,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,21600933,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,21600951,Various alimentary tract and metabolism products,40252359,teduglutide
1103,1749008,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602868,OTHER BETA-LACTAM ANTIBACTERIALS,21602894,Third-generation cephalosporins,21602907,cefpodoxime
1104,908921,21601907,DERMATOLOGICALS,21602028,ANTIPSORIATICS,21602029,ANTIPSORIATICS FOR TOPICAL USE,21602037,Other antipsoriatics for topical use,21602039,calcipotriol
1105,908523,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600533,"Softeners, emollients",21600534,liquid paraffin
1106,909959,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603892,Selective immunosuppressants,21603899,alefacept
1107,909841,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600593,Peripheral opioid receptor antagonists,21600594,methylnaltrexone bromide
1108,908126,,,,,,,,,,
1109,43013182,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,43534813,ponatinib
1110,40171826,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600554,Bulk-forming laxatives,21600560,triticum (wheat fibre)
1111,42900505,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600596,Other drugs for constipation,43534742,linaclotide
1112,42900401,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,40253396,bosutinib
1113,42900359,,,,,,,,,,
1114,42900311,,,,,,,,,,
1115,42900451,,,,,,,,,,
1116,1337651,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603783,Other antineoplastic agents,21603809,vorinostat
1117,19056402,,,,,,,,,,
1118,42899536,,,,,,,,,,
1119,42899537,,,,,,,,,,
1120,40163731,,,,,,,,,,
1121,922868,21604847,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",21604967,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",21604968,"ECTOPARASITICIDES, INCL. SCABICIDES",21604980,"Pyrethrines, incl. synthetic compounds",21604984,permethrin
1122,40222431,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601445,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,21603722,Taxanes,40253093,cabazitaxel
1123,1753745,21604847,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",21604927,ANTHELMINTICS,21604939,ANTINEMATODAL AGENTS,21604940,Benzimidazole derivatives,21604943,albendazole
1124,19059547,21600001,ALIMENTARY TRACT AND METABOLISM,21600857,MINERAL SUPPLEMENTS,21600875,POTASSIUM,21600876,Potassium,21600881,potassium gluconate
1125,1704139,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603071,ANTIMYCOTICS FOR SYSTEMIC USE,21603072,ANTIMYCOTICS FOR SYSTEMIC USE,21603079,Triazole derivatives,21603083,posaconazole
1126,19092845,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,21603780,temsirolimus
1127,19059097,,,,,,,,,,
1128,915175,,,,,,,,,,
1129,42904205,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603892,Selective immunosuppressants,43534821,tofacitinib
1130,918172,21601907,DERMATOLOGICALS,21602281,ANTI-ACNE PREPARATIONS,21602282,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,21602301,Peroxides,21602302,benzoyl peroxide
1131,917205,,,,,,,,,,
1132,19058410,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603812,ENDOCRINE THERAPY,21603829,HORMONE ANTAGONISTS AND RELATED AGENTS,21603845,Other hormone antagonists and related agents,21603847,degarelix
1133,19058274,21605212,VARIOUS,21605295,DIAGNOSTIC AGENTS,21605297,OTHER DIAGNOSTIC AGENTS,21605316,Tuberculosis diagnostics,21605317,tuberculin
1134,1319998,21601237,CARDIOVASCULAR SYSTEM,21601664,BETA BLOCKING AGENTS,21601665,BETA BLOCKING AGENTS,21601682,"Beta blocking agents, selective",21601686,acebutolol
1135,42903460,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,43534810,regorafenib
1136,915935,21601907,DERMATOLOGICALS,21602323,OTHER DERMATOLOGICAL PREPARATIONS,21602324,OTHER DERMATOLOGICAL PREPARATIONS,21602337,"Agents for dermatitis, excluding corticosteroids",21602339,pimecrolimus
1137,915981,21601907,DERMATOLOGICALS,21600600,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",21600601,INTESTINAL ANTIINFECTIVES,21603553,Antibiotics,21602064,neomycin
1138,916662,21604847,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",21604967,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",21604968,"ECTOPARASITICIDES, INCL. SCABICIDES",21604989,"Other ectoparasiticides, incl. scabicides",40253185,dimeticone
1139,1319880,21601237,CARDIOVASCULAR SYSTEM,21601744,CALCIUM CHANNEL BLOCKERS,21601745,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,21601746,Dihydropyridine derivatives,21601753,nisoldipine
1140,1519936,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602472,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,21602496,Progestogens,21602504,etonogestrel
1141,19025348,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603728,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,21603741,Other cytotoxic antibiotics,21603745,ixabepilone
1142,19030059,21600001,ALIMENTARY TRACT AND METABOLISM,21600046,DRUGS FOR ACID RELATED DISORDERS,21600080,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),21600109,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),21600122,alginic acid
1143,19036781,21600959,BLOOD AND BLOOD FORMING ORGANS,21601136,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,21601194,I.V. SOLUTION ADDITIVES,21601195,Electrolyte solutions,21601202,calcium chloride
1144,19071128,,,,,,,,,,
1145,1326012,21601237,CARDIOVASCULAR SYSTEM,21601744,CALCIUM CHANNEL BLOCKERS,21601745,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,21601746,Dihydropyridine derivatives,21601749,isradipine
1146,1151422,21603931,MUSCULO-SKELETAL SYSTEM,21604128,ANTIGOUT PREPARATIONS,21604129,ANTIGOUT PREPARATIONS,21604135,Preparations increasing uric acid excretion,21604136,probenecid
1147,19036797,21601237,CARDIOVASCULAR SYSTEM,21601461,DIURETICS,21601556,OTHER DIURETICS,21601557,Vasopressin antagonists,21601558,tolvaptan
1148,19015523,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601388,ALKYLATING AGENTS,21601389,Nitrogen mustard analogues,21601397,bendamustine
1149,1118045,21603931,MUSCULO-SKELETAL SYSTEM,21603932,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,21603933,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",21603966,Propionic acid derivatives,21603978,oxaprozin
1150,1781314,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603848,IMMUNOSTIMULANTS,21603849,IMMUNOSTIMULANTS,21603857,Interferons,21603866,interferon alfacon-1
1151,1746244,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603148,Protease inhibitors,21603149,saquinavir
1152,40171076,21600001,ALIMENTARY TRACT AND METABOLISM,21600857,MINERAL SUPPLEMENTS,21600884,OTHER MINERAL SUPPLEMENTS,21600908,Selenium,21600909,sodium selenate
1153,19090761,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600360,OTHER CARDIAC PREPARATIONS,21600363,Other cardiac preparations,21600379,regadenoson
1154,1130863,21605007,RESPIRATORY SYSTEM,21603444,ANTIHISTAMINES FOR SYSTEMIC USE,21603445,ANTIHISTAMINES FOR SYSTEMIC USE,21603458,Substituted alkylamines,21603459,brompheniramine
1155,19089496,21605212,VARIOUS,21605372,CONTRAST MEDIA,21605418,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,21605419,Paramagnetic contrast media,21605425,gadoversetamide
1156,987128,21600001,ALIMENTARY TRACT AND METABOLISM,21600600,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",21600667,ANTIDIARRHEAL MICROORGANISMS,21600668,Antidiarrheal microorganisms,21600669,lactic acid producing organisms
1157,1708748,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603177,Neuraminidase inhibitors,21603178,zanamivir
1158,1780601,21601907,DERMATOLOGICALS,21602195,ANTISEPTICS AND DISINFECTANTS,21602196,ANTISEPTICS AND DISINFECTANTS,21602219,Iodine products,21602222,iodine
1159,986790,21601907,DERMATOLOGICALS,21602281,ANTI-ACNE PREPARATIONS,21602282,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,21602311,Other anti-acne preparations for topical use,21602314,azelaic acid
1160,905371,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600554,Bulk-forming laxatives,21600559,methylcellulose
1161,19068830,,,,,,,,,,
1162,906072,21603550,SENSORY ORGANS,21603551,OPHTHALMOLOGICALS,21605058,MYDRIATICS AND CYCLOPLEGICS,21605059,Anticholinergics,21605065,tropicamide
1163,19068821,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604564,ANXIOLYTICS,21604565,Benzodiazepine derivatives,21604585,clotiazepam
1164,19068900,,,,,,,,,,
1165,996625,21603550,SENSORY ORGANS,21603551,OPHTHALMOLOGICALS,21605106,DIAGNOSTIC AGENTS,21605107,Colouring agents,21605108,fluorescein
1166,19045317,21605212,VARIOUS,21601238,CARDIAC THERAPY,21605228,ALL OTHER THERAPEUTIC PRODUCTS,21601240,Digitalis glycosides,21600234,digoxin
1167,43525900,,,,,,,,,,
1168,43526404,,,,,,,,,,
1169,1508439,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602618,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602622,Progesterone receptor modulators,21602623,mifepristone
1170,43525787,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603754,Monoclonal antibodies,43534807,trastuzumab emtansine
1171,19059817,21600001,ALIMENTARY TRACT AND METABOLISM,21600800,VITAMINS,21600840,OTHER PLAIN VITAMIN PREPARATIONS,21600841,Other plain vitamin preparations,21600847,pyridoxal phosphate
1172,19063297,21602681,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",21602682,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,21602683,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,21602687,Thyrotropin,21602688,thyrotropin alfa
1173,19061821,,,,,,,,,,
1174,19067971,21600001,ALIMENTARY TRACT AND METABOLISM,21600857,MINERAL SUPPLEMENTS,21600884,OTHER MINERAL SUPPLEMENTS,21600892,Magnesium,21600895,magnesium gluconate
1175,19066992,21600001,ALIMENTARY TRACT AND METABOLISM,21600509,BILE AND LIVER THERAPY,21600521,"LIVER THERAPY, LIPOTROPICS",21600522,Liver therapy,21600524,silymarin
1176,19069022,21600001,ALIMENTARY TRACT AND METABOLISM,21600002,STOMATOLOGICAL PREPARATIONS,21600003,STOMATOLOGICAL PREPARATIONS,21600004,Caries prophylactic agents,21600005,sodium fluoride
1177,1322207,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21601019,Direct thrombin inhibitors,21601022,argatroban
1178,19029306,,,,,,,,,,
1179,1114122,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604254,OPIOIDS,21604288,Morphinan derivatives,21604290,nalbuphine
1180,904501,21603550,SENSORY ORGANS,21603551,OPHTHALMOLOGICALS,21603671,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,21603709,Prostaglandin analogues,21603713,travoprost
1181,19070224,21600959,BLOOD AND BLOOD FORMING ORGANS,21601136,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,21601153,I.V. SOLUTIONS,21601154,Solutions for parenteral nutrition,21601156,fat emulsions
1182,748010,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604606,HYPNOTICS AND SEDATIVES,21604635,Benzodiazepine derivatives,21604639,estazolam
1183,19069425,,,,,,,,,,
1184,19125582,,,,,,,,,,
1185,1114375,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603914,Interleukin inhibitors,21603917,anakinra
1186,19010886,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604530,Thioxanthene derivatives,21604535,zuclopenthixol
1187,924309,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600537,Contact laxatives,21600541,phenolphthalein
1188,19051234,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604491,Phenothiazines with aliphatic side-chain,21604497,cyamemazine
1189,752276,21604180,NERVOUS SYSTEM,21604443,ANTI-PARKINSON DRUGS,21604444,ANTICHOLINERGIC AGENTS,21604445,Tertiary amines,21604449,procyclidine
1190,19068839,21600001,ALIMENTARY TRACT AND METABOLISM,21600002,STOMATOLOGICAL PREPARATIONS,21600003,STOMATOLOGICAL PREPARATIONS,21600011,Antiinfectives and antiseptics for local oral treatment,21600022,hexetidine
1191,1586226,,,,,,,,,,
1192,19055217,,,,,,,,,,
1193,40224705,,,,,,,,,,
1194,40161669,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603914,Interleukin inhibitors,21603922,canakinumab
1195,19098548,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21601006,Enzymes,21601017,tenecteplase
1196,19098979,,,,,,,,,,
1197,732309,21604180,NERVOUS SYSTEM,21604443,ANTI-PARKINSON DRUGS,21604462,DOPAMINERGIC AGENTS,21604472,Dopamine agonists,21604474,pergolide
1198,19024191,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21601006,Enzymes,21601013,reteplase
1199,1381253,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603783,Other antineoplastic agents,21603806,anagrelide
1200,19068715,,,,,,,,,,
1201,43532539,,,,,,,,,,
1202,44785026,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602472,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,21602496,Progestogens,1588689,drospirenone
1203,19015768,21600959,BLOOD AND BLOOD FORMING ORGANS,21601077,ANTIANEMIC PREPARATIONS,21601131,OTHER ANTIANEMIC PREPARATIONS,21601132,Other antianemic preparations,21601135,methoxy polyethylene glycol-epoetin beta
1204,1356461,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603812,ENDOCRINE THERAPY,21603829,HORMONE ANTAGONISTS AND RELATED AGENTS,21603834,Anti-androgens,21603835,flutamide
1205,19084915,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600554,Bulk-forming laxatives,21600557,sterculia
1206,19014341,21603931,MUSCULO-SKELETAL SYSTEM,21604069,MUSCLE RELAXANTS,21604070,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",21604077,Other quaternary ammonium compounds,21604081,atracurium
1207,19002912,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601421,ANTIMETABOLITES,21601427,Purine analogues,21601433,nelarabine
1208,19020068,21605007,RESPIRATORY SYSTEM,21603530,OTHER RESPIRATORY SYSTEM PRODUCTS,21603531,OTHER RESPIRATORY SYSTEM PRODUCTS,21603548,Other respiratory system products,21603549,nitric oxide
1209,40037958,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602514,ESTROGENS,21602515,"Natural and semisynthetic estrogens, plain",21602579,medroxyprogesterone and estrogen
1210,40239665,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603892,Selective immunosuppressants,40253776,belatacept
1211,19020002,21604180,NERVOUS SYSTEM,21604389,ANTIEPILEPTICS,21604390,ANTIEPILEPTICS,21604421,Fatty acid derivatives,21604425,vigabatrin
1212,19036892,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603914,Interleukin inhibitors,21603915,daclizumab
1213,537647,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21601245,IMMUNE SERA AND IMMUNOGLOBULINS,21601254,IMMUNOGLOBULINS,21601258,Specific immunoglobulins,21601274,palivizumab
1214,19026343,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600972,Heparin group,21600980,danaparoid
1215,19137385,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601388,ALKYLATING AGENTS,21601402,Ethylene imines,21601403,thiotepa
1216,19001014,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600972,Heparin group,21600977,nadroparin
1217,948582,21603550,SENSORY ORGANS,21603551,OPHTHALMOLOGICALS,21603650,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,21603651,Corticosteroids and antiinfectives in combination,21603652,dexamethasone and antiinfectives
1218,1773402,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602868,OTHER BETA-LACTAM ANTIBACTERIALS,21602894,Third-generation cephalosporins,21602906,cefoperazone
1219,1713905,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602868,OTHER BETA-LACTAM ANTIBACTERIALS,21602920,Carbapenems,21602923,doripenem
1220,1731597,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21601006,Enzymes,21601016,drotrecogin alfa (activated)
1221,40027584,,,,,,,,,,
1222,19136207,,,,,,,,,,
1223,19041222,21600001,ALIMENTARY TRACT AND METABOLISM,21600127,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21600128,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21600174,Other drugs for functional gastrointestinal disorders,21600186,phloroglucinol
1224,40223496,,,,,,,,,,
1225,1778262,,,,,,,,,,
1226,1741122,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602818,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",21602858,Beta-lactamase inhibitors,21602860,tazobactam
1227,19051271,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602868,OTHER BETA-LACTAM ANTIBACTERIALS,21602882,Second-generation cephalosporins,21602889,cefotiam
1228,1352141,21600959,BLOOD AND BLOOD FORMING ORGANS,21601032,ANTIHEMORRHAGICS,21601043,VITAMIN K AND OTHER HEMOSTATICS,21601060,Blood coagulation factors,21601068,coagulation factor VIIa
1229,1351779,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603752,Methylhydrazines,21603753,procarbazine
1230,40031530,21601237,CARDIOVASCULAR SYSTEM,21601605,VASOPROTECTIVES,21601652,CAPILLARY STABILIZING AGENTS,21601653,Bioflavonoids,21601656,diosmin
1231,40172153,21603931,MUSCULO-SKELETAL SYSTEM,21604170,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,21604171,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,21604175,Enzymes,40254972,collagenase clostridium histolyticum
1232,40142669,21601237,CARDIOVASCULAR SYSTEM,21601744,CALCIUM CHANNEL BLOCKERS,21601832,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",21601841,Angiotensin II antagonists and calcium channel blockers,21601843,olmesartan medoxomil and amlodipine
1233,40166571,,,,,,,,,,
1234,19132890,,,,,,,,,,
1235,1747157,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603172,Non-nucleoside reverse transcriptase inhibitors,21603174,delavirdine
1236,912803,21603550,SENSORY ORGANS,21603551,OPHTHALMOLOGICALS,21605119,OCULAR VASCULAR DISORDER AGENTS,21605120,Antineovascularisation agents,21605121,verteporfin
1237,947416,21601907,DERMATOLOGICALS,21602028,ANTIPSORIATICS,21602029,ANTIPSORIATICS FOR TOPICAL USE,21602037,Other antipsoriatics for topical use,21602042,tazarotene
